Fecha;Llamadas_Predecidas;Llamadas_Recibidas;Es_Cyber;;;;;;;;;;;;;;;;;
22-09-2023;2107;2645;NO;;;;;;;;;;;;;;;;;
23-09-2023;1457;1480;NO;;;;;;;;;;;;;;;;;
24-09-2023;630;557;NO;;;;;;;;;;;;;;;;;
25-09-2023;3094;2726;NO;;;;;;;;;;;;;;;;;
26-09-2023;2966;2712;NO;;;;;;;;;;;;;;;;;
27-09-2023;2821;2750;NO;;;;;;;;;;;;;;;;;
28-09-2023;2733;2692;NO;;;;;;;;;;;;;;;;;
29-09-2023;2493;3017;NO;;;;;;;;;;;;;;;;;
30-09-2023;1459;1544;NO;;;;;;;;;;;;;;;;;
01-10-2023;626;1072;NO;;;;;;;;;;;;;;;;;
02-10-2023;6006;5513;SI;;;;;;;;;;;;;;;;;
03-10-2023;6137;5054;SI;;;;;;;;;;;;;;;;;
04-10-2023;5741;5008;SI;;;;;;;;;;;;;;;;;
05-10-2023;3498;3707;NO;;;;;;;;;;;;;;;;;
06-10-2023;3184;3056;NO;;;;;;;;;;;;;;;;;
07-10-2023;1398;1637;NO;;;;;;;;;;;;;;;;;
08-10-2023;483;614;NO;;;;;;;;;;;;;;;;;
09-10-2023;1645;929;NO;;;;;;;;;;;;;;;;;
10-10-2023;3024;3522;NO;;;;;;;;;;;;;;;;;
11-10-2023;2995;3349;NO;;;;;;;;;;;;;;;;;
12-10-2023;3032;2887;NO;;;;;;;;;;;;;;;;;
13-10-2023;3122;3016;NO;;;;;;;;;;;;;;;;;
14-10-2023;1402;1548;NO;;;;;;;;;;;;;;;;;
15-10-2023;458;598;NO;;;;;;;;;;;;;;;;;
16-10-2023;3402;2913;NO;;;;;;;;;;;;;;;;;
17-10-2023;3113;2495;NO;;;;;;;;;;;;;;;;;
18-10-2023;3091;2722;NO;;;;;;;;;;;;;;;;;
19-10-2023;3125;2379;NO;;;;;;;;;;;;;;;;;
20-10-2023;3223;2490;NO;;;;;;;;;;;;;;;;;
21-10-2023;1465;1209;NO;;;;;;;;;;;;;;;;;
22-10-2023;469;583;NO;;;;;;;;;;;;;;;;;
23-10-2023;3396;2720;NO;;;;;;;;;;;;;;;;;
24-10-2023;3027;2699;SI;;;;;;;;;;;;;;;;;
25-10-2023;3003;3165;SI;;;;;;;;;;;;;;;;;
26-10-2023;2892;2782;SI;;;;;;;;;;;;;;;;;
27-10-2023;1282;1067;SI;;;;;;;;;;;;;;;;;
28-10-2023;1334;1144;NO;;;;;;;;;;;;;;;;;
29-10-2023;437;577;NO;;;;;;;;;;;;;;;;;
30-10-2023;3319;3027;NO;;;;;;;;;;;;;;;;;
31-10-2023;3061;2953;NO;;;;;;;;;;;;;;;;;
01-11-2023;1697;1702;NO;;;;;;;;;;;;;;;;;
02-11-2023;2974;3653;NO;;;;;;;;;;;;;;;;;
03-11-2023;3086;3053;NO;;;;;;;;;;;;;;;;;
04-11-2023;1468;1637;NO;;;;;;;;;;;;;;;;;
05-11-2023;436;809;NO;;;;;;;;;;;;;;;;;
06-11-2023;3483;3960;NO;;;;;;;;;;;;;;;;;
07-11-2023;3083;3112;NO;;;;;;;;;;;;;;;;;
08-11-2023;3375;3584;NO;;;;;;;;;;;;;;;;;
09-11-2023;3373;2927;NO;;;;;;;;;;;;;;;;;
10-11-2023;3214;2478;NO;;;;;;;;;;;;;;;;;
11-11-2023;1703;1230;NO;;;;;;;;;;;;;;;;;
12-11-2023;635;576;NO;;;;;;;;;;;;;;;;;
13-11-2023;3437;2987;NO;;;;;;;;;;;;;;;;;
14-11-2023;3044;2613;NO;;;;;;;;;;;;;;;;;
15-11-2023;3327;3471;NO;;;;;;;;;;;;;;;;;
16-11-2023;3324;2910;NO;;;;;;;;;;;;;;;;;
17-11-2023;3168;2488;NO;;;;;;;;;;;;;;;;;
18-11-2023;1673;1235;NO;;;;;;;;;;;;;;;;;
19-11-2023;630;634;NO;;;;;;;;;;;;;;;;;
20-11-2023;3702;2892;NO;;;;;;;;;;;;;;;;;
21-11-2023;3272;2616;NO;;;;;;;;;;;;;;;;;
22-11-2023;3590;2833;NO;;;;;;;;;;;;;;;;;
23-11-2023;3593;3075;NO;;;;;;;;;;;;;;;;;
24-11-2023;3419;3416;NO;;;;;;;;;;;;;;;;;
25-11-2023;1822;1967;NO;;;;;;;;;;;;;;;;;
26-11-2023;667;1050;NO;;;;;;;;;;;;;;;;;
27-11-2023;3323;3927;NO;;;;;;;;;;;;;;;;;
28-11-2023;2946;3337;NO;;;;;;;;;;;;;;;;;
29-11-2023;3213;3115;NO;;;;;;;;;;;;;;;;;
30-11-2023;3207;4313;NO;;;;;;;;;;;;;;;;;
01-12-2023;3059;3396;NO;;;;;;;;;;;;;;;;;
02-12-2023;1608;1812;NO;;;;;;;;;;;;;;;;;
03-12-2023;614;804;NO;;;;;;;;;;;;;;;;;
04-12-2023;3808;3659;NO;;;;;;;;;;;;;;;;;
05-12-2023;3606;3521;NO;;;;;;;;;;;;;;;;;
06-12-2023;3911;3230;NO;;;;;;;;;;;;;;;;;
07-12-2023;4099;2826;NO;;;;;;;;;;;;;;;;;
08-12-2023;2301;1113;NO;;;;;;;;;;;;;;;;;
09-12-2023;1981;1356;NO;;;;;;;;;;;;;;;;;
10-12-2023;811;709;NO;;;;;;;;;;;;;;;;;
11-12-2023;3809;3327;NO;;;;;;;;;;;;;;;;;
12-12-2023;3609;2871;NO;;;;;;;;;;;;;;;;;
13-12-2023;3912;2853;NO;;;;;;;;;;;;;;;;;
14-12-2023;4099;2468;NO;;;;;;;;;;;;;;;;;
15-12-2023;3691;2643;NO;;;;;;;;;;;;;;;;;
16-12-2023;1376;1526;NO;;;;;;;;;;;;;;;;;
17-12-2023;696;608;NO;;;;;;;;;;;;;;;;;
18-12-2023;3762;3588;NO;;;;;;;;;;;;;;;;;
19-12-2023;3559;3040;NO;;;;;;;;;;;;;;;;;
20-12-2023;3862;2869;NO;;;;;;;;;;;;;;;;;
21-12-2023;4052;2759;NO;;;;;;;;;;;;;;;;;
22-12-2023;3644;2434;NO;;;;;;;;;;;;;;;;;
23-12-2023;1595;1351;NO;;;;;;;;;;;;;;;;;
24-12-2023;345;523;NO;;;;;;;;;;;;;;;;;
25-12-2023;;;NO;;;;;;;;;;;;;;;;;
26-12-2023;3620;2832;NO;;;;;;;;;;;;;;;;;
27-12-2023;3925;2739;NO;;;;;;;;;;;;;;;;;
28-12-2023;4116;2680;NO;;;;;;;;;;;;;;;;;
29-12-2023;3704;2799;NO;;;;;;;;;;;;;;;;;
30-12-2023;1984;1417;NO;;;;;;;;;;;;;;;;;
31-12-2023;259;529;NO;;;;;;;;;;;;;;;;;
01-01-2024;;;NO;;;;;;;;;;;;;;;;;
02-01-2024;3872;3371;NO;;;;;;;;;;;;;;;;;
03-01-2024;3955;3062;NO;;;;;;;;;;;;;;;;;
04-01-2024;3916;3024;NO;;;;;;;;;;;;;;;;;
05-01-2024;3517;3887;NO;;;;;;;;;;;;;;;;;
06-01-2024;1967;1433;NO;;;;;;;;;;;;;;;;;
07-01-2024;891;440;NO;;;;;;;;;;;;;;;;;
08-01-2024;3158;3100;NO;;;;;;;;;;;;;;;;;
09-01-2024;3023;2678;NO;;;;;;;;;;;;;;;;;
10-01-2024;3110;2721;NO;;;;;;;;;;;;;;;;;
11-01-2024;2991;2394;NO;;;;;;;;;;;;;;;;;
12-01-2024;2634;2029;NO;;;;;;;;;;;;;;;;;
13-01-2024;1510;1107;NO;;;;;;;;;;;;;;;;;
14-01-2024;728;464;NO;;;;;;;;;;;;;;;;;
15-01-2024;2952;2780;NO;;;;;;;;;;;;;;;;;
16-01-2024;2784;2273;NO;;;;;;;;;;;;;;;;;
17-01-2024;2903;2130;NO;;;;;;;;;;;;;;;;;
18-01-2024;2846;2615;NO;;;;;;;;;;;;;;;;;
19-01-2024;2507;2283;NO;;;;;;;;;;;;;;;;;
20-01-2024;1416;1038;NO;;;;;;;;;;;;;;;;;
21-01-2024;703;494;NO;;;;;;;;;;;;;;;;;
22-01-2024;3301;2935;NO;;;;;;;;;;;;;;;;;
23-01-2024;3179;2482;NO;;;;;;;;;;;;;;;;;
24-01-2024;3254;3067;NO;;;;;;;;;;;;;;;;;
25-01-2024;3177;2378;NO;;;;;;;;;;;;;;;;;
26-01-2024;2777;2245;NO;;;;;;;;;;;;;;;;;
27-01-2024;1567;1300;NO;;;;;;;;;;;;;;;;;
28-01-2024;751;512;NO;;;;;;;;;;;;;;;;;
29-01-2024;4548;3191;NO;;;;;;;;;;;;;;;;;
30-01-2024;4699;3661;NO;;;;;;;;;;;;;;;;;
31-01-2024;4856;3977;NO;;;;;;;;;;;;;;;;;
01-02-2024;2265;3432;NO;;;;;;;;;;;;;;;;;
02-02-2024;3306;2807;NO;;;;;;;;;;;;;;;;;
03-02-2024;1762;1362;NO;;;;;;;;;;;;;;;;;
04-02-2024;857;499;NO;;;;;;;;;;;;;;;;;
05-02-2024;3374;3478;NO;;;;;;;;;;;;;;;;;
06-02-2024;3002;2904;NO;;;;;;;;;;;;;;;;;
07-02-2024;3013;2738;NO;;;;;;;;;;;;;;;;;
08-02-2024;2958;2409;NO;;;;;;;;;;;;;;;;;
09-02-2024;2538;2133;NO;;;;;;;;;;;;;;;;;
10-02-2024;1907;1082;NO;;;;;;;;;;;;;;;;;
11-02-2024;826;403;NO;;;;;;;;;;;;;;;;;
12-02-2024;3206;2555;NO;;;;;;;;;;;;;;;;;
13-02-2024;2917;2245;NO;;;;;;;;;;;;;;;;;
14-02-2024;3091;2041;NO;;;;;;;;;;;;;;;;;
15-02-2024;3018;2164;NO;;;;;;;;;;;;;;;;;
16-02-2024;2553;2066;NO;;;;;;;;;;;;;;;;;
17-02-2024;1631;1001;NO;;;;;;;;;;;;;;;;;
18-02-2024;717;405;NO;;;;;;;;;;;;;;;;;
19-02-2024;3214;2389;NO;;;;;;;;;;;;;;;;;
20-02-2024;2881;2261;NO;;;;;;;;;;;;;;;;;
21-02-2024;3073;2154;NO;;;;;;;;;;;;;;;;;
22-02-2024;2984;1994;NO;;;;;;;;;;;;;;;;;
23-02-2024;2549;2030;NO;;;;;;;;;;;;;;;;;
24-02-2024;1722;1013;NO;;;;;;;;;;;;;;;;;
25-02-2024;671;455;NO;;;;;;;;;;;;;;;;;
26-02-2024;3287;2371;NO;;;;;;;;;;;;;;;;;
27-02-2024;3001;2578;NO;;;;;;;;;;;;;;;;;
28-02-2024;3113;2334;NO;;;;;;;;;;;;;;;;;
29-02-2024;3896;3000;NO;;;;;;;;;;;;;;;;;
01-03-2024;3842;2588;NO;;;;;;;;;;;;;;;;;
02-03-2024;1782;1668;NO;;;;;;;;;;;;;;;;;
03-03-2024;1010;621;NO;;;;;;;;;;;;;;;;;
04-03-2024;3405;3598;NO;;;;;;;;;;;;;;;;;
05-03-2024;3549;3453;NO;;;;;;;;;;;;;;;;;
06-03-2024;3480;3304;NO;;;;;;;;;;;;;;;;;
07-03-2024;3483;2715;NO;;;;;;;;;;;;;;;;;
08-03-2024;3095;2539;NO;;;;;;;;;;;;;;;;;
09-03-2024;1625;1419;NO;;;;;;;;;;;;;;;;;
10-03-2024;732;622;NO;;;;;;;;;;;;;;;;;
11-03-2024;3542;2618;NO;;;;;;;;;;;;;;;;;
12-03-2024;3503;2294;NO;;;;;;;;;;;;;;;;;
13-03-2024;3476;2724;NO;;;;;;;;;;;;;;;;;
14-03-2024;3478;2250;NO;;;;;;;;;;;;;;;;;
15-03-2024;3089;2065;NO;;;;;;;;;;;;;;;;;
16-03-2024;1612;1168;NO;;;;;;;;;;;;;;;;;
17-03-2024;729;464;NO;;;;;;;;;;;;;;;;;
18-03-2024;3511;2422;NO;;;;;;;;;;;;;;;;;
19-03-2024;3471;2246;NO;;;;;;;;;;;;;;;;;
20-03-2024;3443;2193;NO;;;;;;;;;;;;;;;;;
21-03-2024;3446;2212;NO;;;;;;;;;;;;;;;;;
22-03-2024;3062;2038;NO;;;;;;;;;;;;;;;;;
23-03-2024;1606;1152;NO;;;;;;;;;;;;;;;;;
24-03-2024;723;523;NO;;;;;;;;;;;;;;;;;
25-03-2024;3539;2513;NO;;;;;;;;;;;;;;;;;
26-03-2024;3502;2505;NO;;;;;;;;;;;;;;;;;
27-03-2024;3471;2483;NO;;;;;;;;;;;;;;;;;
28-03-2024;3471;3095;NO;;;;;;;;;;;;;;;;;
29-03-2024;3085;837;NO;;;;;;;;;;;;;;;;;
30-03-2024;1617;780;NO;;;;;;;;;;;;;;;;;
31-03-2024;730;588;NO;;;;;;;;;;;;;;;;;
01-04-2024;3744;4156;NO;;;;;;;;;;;;;;;;;
02-04-2024;3678;3401;NO;;;;;;;;;;;;;;;;;
03-04-2024;2610;3108;NO;;;;;;;;;;;;;;;;;
04-04-2024;2776;2942;NO;;;;;;;;;;;;;;;;;
05-04-2024;2974;3034;NO;;;;;;;;;;;;;;;;;
06-04-2024;1062;1670;NO;;;;;;;;;;;;;;;;;
07-04-2024;716;706;NO;;;;;;;;;;;;;;;;;
08-04-2024;3423;3127;NO;;;;;;;;;;;;;;;;;
09-04-2024;3080;2738;NO;;;;;;;;;;;;;;;;;
10-04-2024;2916;2587;NO;;;;;;;;;;;;;;;;;
11-04-2024;2753;2226;NO;;;;;;;;;;;;;;;;;
12-04-2024;2295;1811;NO;;;;;;;;;;;;;;;;;
13-04-2024;1484;1033;NO;;;;;;;;;;;;;;;;;
14-04-2024;417;452;NO;;;;;;;;;;;;;;;;;
15-04-2024;2953;2287;NO;;;;;;;;;;;;;;;;;
16-04-2024;2888;2032;NO;;;;;;;;;;;;;;;;;
17-04-2024;2638;2065;NO;;;;;;;;;;;;;;;;;
18-04-2024;2593;1964;NO;;;;;;;;;;;;;;;;;
19-04-2024;2465;2098;NO;;;;;;;;;;;;;;;;;
20-04-2024;1266;1048;NO;;;;;;;;;;;;;;;;;
21-04-2024;504;469;NO;;;;;;;;;;;;;;;;;
22-04-2024;3096;2364;NO;;;;;;;;;;;;;;;;;
23-04-2024;2973;2140;NO;;;;;;;;;;;;;;;;;
24-04-2024;2625;2066;NO;;;;;;;;;;;;;;;;;
25-04-2024;2468;1897;NO;;;;;;;;;;;;;;;;;
26-04-2024;2445;2139;NO;;;;;;;;;;;;;;;;;
27-04-2024;1075;1150;NO;;;;;;;;;;;;;;;;;
28-04-2024;654;457;NO;;;;;;;;;;;;;;;;;
29-04-2024;3260;2538;NO;;;;;;;;;;;;;;;;;
30-04-2024;3679;2928;NO;;;;;;;;;;;;;;;;;
01-05-2024;;;NO;;;;;;;;;;;;;;;;;
02-05-2024;3257;4074;NO;;;;;;;;;;;;;;;;;
03-05-2024;2954;3550;SI;;;;;;;;;;;;;;;;;
04-05-2024;1159;1815;SI;;;;;;;;;;;;;;;;;
05-05-2024;679;837;SI;;;;;;;;;;;;;;;;;
06-05-2024;3311;3983;NO;;;;;;;;;;;;;;;;;
07-05-2024;3295;2774;NO;;;;;;;;;;;;;;;;;
08-05-2024;3041;2672;NO;;;;;;;;;;;;;;;;;
09-05-2024;2875;2687;NO;;;;;;;;;;;;;;;;;
10-05-2024;2725;2441;NO;;;;;;;;;;;;;;;;;
11-05-2024;1085;1079;NO;;;;;;;;;;;;;;;;;
12-05-2024;459;390;NO;;;;;;;;;;;;;;;;;
13-05-2024;3081;2453;NO;;;;;;;;;;;;;;;;;
14-05-2024;2875;2364;NO;;;;;;;;;;;;;;;;;
15-05-2024;2801;2684;NO;;;;;;;;;;;;;;;;;
16-05-2024;2532;2226;NO;;;;;;;;;;;;;;;;;
17-05-2024;2216;2221;NO;;;;;;;;;;;;;;;;;
18-05-2024;888;1305;NO;;;;;;;;;;;;;;;;;
19-05-2024;570;512;NO;;;;;;;;;;;;;;;;;
20-05-2024;3084;3016;NO;;;;;;;;;;;;;;;;;
21-05-2024;1527;819;NO;;;;;;;;;;;;;;;;;
22-05-2024;2942;2424;NO;;;;;;;;;;;;;;;;;
23-05-2024;2888;2272;NO;;;;;;;;;;;;;;;;;
24-05-2024;2668;2183;NO;;;;;;;;;;;;;;;;;
25-05-2024;1235;1558;NO;;;;;;;;;;;;;;;;;
26-05-2024;575;495;NO;;;;;;;;;;;;;;;;;
27-05-2024;5894;1611;NO;;;;;;;;;;;;;;;;;
28-05-2024;5735;2301;NO;;;;;;;;;;;;;;;;;
29-05-2024;5658;2557;NO;;;;;;;;;;;;;;;;;
30-05-2024;3602;3590;NO;;;;;;;;;;;;;;;;;
31-05-2024;3725;3499;NO;;;;;;;;;;;;;;;;;
01-06-2024;1775;2679;NO;;;;;;;;;;;;;;;;;
02-06-2024;719;963;NO;;;;;;;;;;;;;;;;;
03-06-2024;5894;6078;NO;;;;;;;;;;;;;;;;;
04-06-2024;5735;5165;NO;;;;;;;;;;;;;;;;;
05-06-2024;5658;5600;NO;;;;;;;;;;;;;;;;;
06-06-2024;2684;3751;NO;;;;;;;;;;;;;;;;;
07-06-2024;2944;3286;NO;;;;;;;;;;;;;;;;;
08-06-2024;1999;1848;NO;;;;;;;;;;;;;;;;;
09-06-2024;965;798;NO;;;;;;;;;;;;;;;;;
10-06-2024;3127;3988;NO;;;;;;;;;;;;;;;;;
11-06-2024;2738;3354;NO;;;;;;;;;;;;;;;;;
12-06-2024;3081;2815;NO;;;;;;;;;;;;;;;;;
13-06-2024;2287;2427;NO;;;;;;;;;;;;;;;;;
14-06-2024;2938;2611;NO;;;;;;;;;;;;;;;;;
15-06-2024;1594;2417;NO;;;;;;;;;;;;;;;;;
16-06-2024;903;633;NO;;;;;;;;;;;;;;;;;
17-06-2024;2287;3026;NO;;;;;;;;;;;;;;;;;
18-06-2024;2032;2433;NO;;;;;;;;;;;;;;;;;
19-06-2024;2541;2562;NO;;;;;;;;;;;;;;;;;
20-06-2024;1706;1142;NO;;;;;;;;;;;;;;;;;
21-06-2024;2674;2552;NO;;;;;;;;;;;;;;;;;
22-06-2024;1986;1386;NO;;;;;;;;;;;;;;;;;
23-06-2024;1247;669;NO;;;;;;;;;;;;;;;;;
24-06-2024;2364;2963;NO;;;;;;;;;;;;;;;;;
25-06-2024;2140;2848;NO;;;;;;;;;;;;;;;;;
26-06-2024;2555;2865;NO;;;;;;;;;;;;;;;;;
27-06-2024;2223;2978;NO;;;;;;;;;;;;;;;;;
28-06-2024;3214;4724;NO;;;;;;;;;;;;;;;;;
29-06-2024;1990;2122;NO;;;;;;;;;;;;;;;;;
30-06-2024;1505;1261;NO;;;;;;;;;;;;;;;;;
01-07-2024;3259;5843;NO;;;;;;;;;;;;;;;;;
02-07-2024;2843;4725;NO;;;;;;;;;;;;;;;;;
03-07-2024;2818;4146;NO;;;;;;;;;;;;;;;;;
04-07-2024;2797;3891;NO;;;;;;;;;;;;;;;;;
05-07-2024;2855;3978;NO;;;;;;;;;;;;;;;;;
06-07-2024;1683;2239;NO;;;;;;;;;;;;;;;;;
07-07-2024;734;838;NO;;;;;;;;;;;;;;;;;
08-07-2024;3337;4095;NO;;;;;;;;;;;;;;;;;
09-07-2024;2786;4087;NO;;;;;;;;;;;;;;;;;
10-07-2024;2814;3542;NO;;;;;;;;;;;;;;;;;
11-07-2024;2687;3591;NO;;;;;;;;;;;;;;;;;
12-07-2024;2546;3772;NO;;;;;;;;;;;;;;;;;
13-07-2024;1694;2007;NO;;;;;;;;;;;;;;;;;
14-07-2024;772;1708;NO;;;;;;;;;;;;;;;;;
15-07-2024;3095;3598;NO;;;;;;;;;;;;;;;;;
16-07-2024;1706;1122;NO;;;;;;;;;;;;;;;;;
17-07-2024;2650;3025;NO;;;;;;;;;;;;;;;;;
18-07-2024;2492;2907;NO;;;;;;;;;;;;;;;;;
19-07-2024;2404;2710;NO;;;;;;;;;;;;;;;;;
20-07-2024;1650;1390;NO;;;;;;;;;;;;;;;;;
21-07-2024;736;638;NO;;;;;;;;;;;;;;;;;
22-07-2024;3180;3006;NO;;;;;;;;;;;;;;;;;
23-07-2024;2742;2633;NO;;;;;;;;;;;;;;;;;
24-07-2024;2705;2793;NO;;;;;;;;;;;;;;;;;
25-07-2024;2557;2646;NO;;;;;;;;;;;;;;;;;
26-07-2024;2419;2523;NO;;;;;;;;;;;;;;;;;
27-07-2024;1616;1316;NO;;;;;;;;;;;;;;;;;
28-07-2024;693;599;NO;;;;;;;;;;;;;;;;;
29-07-2024;3322;3020;NO;;;;;;;;;;;;;;;;;
30-07-2024;3172;3130;NO;;;;;;;;;;;;;;;;;
31-07-2024;3297;4145;NO;;;;;;;;;;;;;;;;;
01-08-2024;2797;3829;NO;;;;;;;;;;;;;;;;;
02-08-2024;2516;2692;NO;;;;;;;;;;;;;;;;;
03-08-2024;1628;2468;NO;;;;;;;;;;;;;;;;;
04-08-2024;705;774;NO;;;;;;;;;;;;;;;;;
05-08-2024;4094;4037;NO;;;;;;;;;;;;;;;;;
06-08-2024;3613;3473;NO;;;;;;;;;;;;;;;;;
07-08-2024;3495;3145;NO;;;;;;;;;;;;;;;;;
08-08-2024;3256;2712;NO;;;;;;;;;;;;;;;;;
09-08-2024;2960;2728;NO;;;;;;;;;;;;;;;;;
10-08-2024;1441;1423;NO;;;;;;;;;;;;;;;;;
11-08-2024;731;600;NO;;;;;;;;;;;;;;;;;
12-08-2024;3955;3132;NO;;;;;;;;;;;;;;;;;
13-08-2024;3400;2705;NO;;;;;;;;;;;;;;;;;
14-08-2024;3249;2744;NO;;;;;;;;;;;;;;;;;
15-08-2024;1192;958;NO;;;;;;;;;;;;;;;;;
16-08-2024;3223;2747;NO;;;;;;;;;;;;;;;;;
17-08-2024;1573;1110;NO;;;;;;;;;;;;;;;;;
18-08-2024;744;526;NO;;;;;;;;;;;;;;;;;
19-08-2024;4058;3283;NO;;;;;;;;;;;;;;;;;
20-08-2024;3654;2937;NO;;;;;;;;;;;;;;;;;
21-08-2024;3541;2880;NO;;;;;;;;;;;;;;;;;
22-08-2024;3145;2564;NO;;;;;;;;;;;;;;;;;
23-08-2024;3043;2264;NO;;;;;;;;;;;;;;;;;
24-08-2024;1673;1187;NO;;;;;;;;;;;;;;;;;
25-08-2024;781;505;NO;;;;;;;;;;;;;;;;;
26-08-2024;3816;2752;NO;;;;;;;;;;;;;;;;;
27-08-2024;3566;2418;NO;;;;;;;;;;;;;;;;;
28-08-2024;3493;2530;NO;;;;;;;;;;;;;;;;;
29-08-2024;3257;2501;NO;;;;;;;;;;;;;;;;;
30-08-2024;3855;3102;NO;;;;;;;;;;;;;;;;;
31-08-2024;2497;1594;NO;;;;;;;;;;;;;;;;;
01-09-2024;914;729;NO;;;;;;;;;;;;;;;;;
02-09-2024;3340;3999;NO;;;;;;;;;;;;;;;;;
03-09-2024;3294;3429;NO;;;;;;;;;;;;;;;;;
04-09-2024;2934;3402;NO;;;;;;;;;;;;;;;;;
05-09-2024;2719;3222;NO;;;;;;;;;;;;;;;;;
06-09-2024;2421;2752;NO;;;;;;;;;;;;;;;;;
07-09-2024;1629;1469;NO;;;;;;;;;;;;;;;;;
08-09-2024;907;630;NO;;;;;;;;;;;;;;;;;
09-09-2024;3028;3475;NO;;;;;;;;;;;;;;;;;
10-09-2024;2844;3223;NO;;;;;;;;;;;;;;;;;
11-09-2024;2603;2764;NO;;;;;;;;;;;;;;;;;
12-09-2024;2452;2462;NO;;;;;;;;;;;;;;;;;
13-09-2024;2397;2286;NO;;;;;;;;;;;;;;;;;
14-09-2024;1329;1367;NO;;;;;;;;;;;;;;;;;
15-09-2024;903;534;NO;;;;;;;;;;;;;;;;;
16-09-2024;2473;2658;NO;;;;;;;;;;;;;;;;;
17-09-2024;2320;1940;NO;;;;;;;;;;;;;;;;;
18-09-2024;;;NO;;;;;;;;;;;;;;;;;
19-09-2024;;;NO;;;;;;;;;;;;;;;;;
20-09-2024;1581;731;NO;;;;;;;;;;;;;;;;;
21-09-2024;1700;1034;NO;;;;;;;;;;;;;;;;;
22-09-2024;881;560;NO;;;;;;;;;;;;;;;;;
23-09-2024;2803;3566;NO;;;;;;;;;;;;;;;;;
24-09-2024;2694;3215;NO;;;;;;;;;;;;;;;;;
25-09-2024;2687;2973;NO;;;;;;;;;;;;;;;;;
26-09-2024;2512;1332;NO;;;;;;;;;;;;;;;;;
27-09-2024;2380;3173;NO;;;;;;;;;;;;;;;;;
28-09-2024;1704;1761;NO;;;;;;;;;;;;;;;;;
29-09-2024;1367;747;NO;;;;;;;;;;;;;;;;;
30-09-2024;6861;5881;SI;;;;;;;;;;;;;;;;;
01-10-2024;6115;5761;SI;;;;;;;;;;;;;;;;;
02-10-2024;5979;5448;SI;;;;;;;;;;;;;;;;;
03-10-2024;3726;3959;NO;;;;;;;;;;;;;;;;;
04-10-2024;3347;4029;NO;;;;;;;;;;;;;;;;;
05-10-2024;2004;2036;NO;;;;;;;;;;;;;;;;;
06-10-2024;853;787;NO;;;;;;;;;;;;;;;;;
07-10-2024;3362;3950;NO;;;;;;;;;;;;;;;;;
08-10-2024;2558;3541;NO;;;;;;;;;;;;;;;;;
09-10-2024;2563;3307;NO;;;;;;;;;;;;;;;;;
10-10-2024;2467;3114;NO;;;;;;;;;;;;;;;;;
11-10-2024;2287;2826;NO;;;;;;;;;;;;;;;;;
12-10-2024;1274;984;NO;;;;;;;;;;;;;;;;;
13-10-2024;520;584;NO;;;;;;;;;;;;;;;;;
14-10-2024;2756;3284;NO;;;;;;;;;;;;;;;;;
15-10-2024;2257;2910;NO;;;;;;;;;;;;;;;;;
16-10-2024;2517;3113;NO;;;;;;;;;;;;;;;;;
17-10-2024;2452;2515;NO;;;;;;;;;;;;;;;;;
18-10-2024;2269;2437;NO;;;;;;;;;;;;;;;;;
19-10-2024;1890;1210;NO;;;;;;;;;;;;;;;;;
20-10-2024;723;580;NO;;;;;;;;;;;;;;;;;
21-10-2024;2911;3136;NO;;;;;;;;;;;;;;;;;
22-10-2024;2669;2582;NO;;;;;;;;;;;;;;;;;
23-10-2024;2346;2663;NO;;;;;;;;;;;;;;;;;
24-10-2024;2327;2610;NO;;;;;;;;;;;;;;;;;
25-10-2024;2066;2435;NO;;;;;;;;;;;;;;;;;
26-10-2024;1411;1119;NO;;;;;;;;;;;;;;;;;
27-10-2024;584;449;NO;;;;;;;;;;;;;;;;;
28-10-2024;3285;2856;NO;;;;;;;;;;;;;;;;;
29-10-2024;3363;3141;NO;;;;;;;;;;;;;;;;;
30-10-2024;4007;3622;NO;;;;;;;;;;;;;;;;;
31-10-2024;2056;1338;NO;;;;;;;;;;;;;;;;;
01-11-2024;1812;876;NO;;;;;;;;;;;;;;;;;
02-11-2024;1374;1448;NO;;;;;;;;;;;;;;;;;
03-11-2024;843;601;NO;;;;;;;;;;;;;;;;;
04-11-2024;3548;4497;NO;;;;;;;;;;;;;;;;;
05-11-2024;3888;3968;NO;;;;;;;;;;;;;;;;;
06-11-2024;3578;3527;NO;;;;;;;;;;;;;;;;;
07-11-2024;3098;3563;NO;;;;;;;;;;;;;;;;;
08-11-2024;2821;3004;NO;;;;;;;;;;;;;;;;;
09-11-2024;1813;1331;NO;;;;;;;;;;;;;;;;;
10-11-2024;892;616;NO;;;;;;;;;;;;;;;;;
11-11-2024;3334;3496;NO;;;;;;;;;;;;;;;;;
12-11-2024;2708;2978;NO;;;;;;;;;;;;;;;;;
13-11-2024;2500;2717;NO;;;;;;;;;;;;;;;;;
14-11-2024;2388;2667;NO;;;;;;;;;;;;;;;;;
15-11-2024;2465;2552;NO;;;;;;;;;;;;;;;;;
16-11-2024;1927;1131;NO;;;;;;;;;;;;;;;;;
17-11-2024;979;505;NO;;;;;;;;;;;;;;;;;
18-11-2024;3118;2885;NO;;;;;;;;;;;;;;;;;
19-11-2024;2843;2415;NO;;;;;;;;;;;;;;;;;
20-11-2024;2749;2221;NO;;;;;;;;;;;;;;;;;
